Player,Position,Team,Age,Model_Rank,Expert_Rank,Rank_Difference,Model_Points,Expert_Points,Points_Difference,Edge_Category,ADP,Expert_Tier,Expert_Pos_Rank,Pos_Rank_Difference
Josiah Deguara,TE,JAX,27.0,476,,,4.6,,,No Expert Data,,,,
James Proche,WR,CLE,28.0,477,,,4.6,,,No Expert Data,,,,
Jaheim Bell,TE,NWE,23.0,478,311.0,-167.0,4.4,10.1,-5.7,Strong Fade,,19.0,107.0,
Ian Thomas,TE,CAR,28.0,479,303.0,-176.0,4.3,11.9,-7.6,Strong Fade,,18.0,102.0,
Myles Gaskin,RB,MIN,27.0,480,,,4.2,,,No Expert Data,,,,
Ronnie Bell,WR,SFO,24.0,481,,,4.2,,,No Expert Data,,,,
Dalvin Cook,RB,DAL,29.0,482,,,3.7,,,No Expert Data,,,,
Mason Kinsey,WR,TEN,26.0,483,,,3.7,,,No Expert Data,,,,
Cody Schrader,RB,LAR,25.0,484,,,3.5,,,No Expert Data,,,,
Isaiah Hodgins,WR,NYG,26.0,485,,,3.4,,,No Expert Data,,,,
Grant Dubose,WR,MIA,23.0,486,,,3.4,,,No Expert Data,,,,
Anthony Gould,WR,IND,23.0,487,519.0,32.0,3.4,3.3,0.1,Buy,,22.0,209.0,
Hendon Hooker,QB,DET,26.0,488,552.0,64.0,3.3,10.3,-7.0,Strong Buy,,27.0,52.0,
Jack Stoll,TE,2TM,26.0,489,350.0,-139.0,3.0,2.4,0.6,Strong Fade,,20.0,126.0,
Eric Tomlinson,TE,LAC,32.0,490,,,2.9,,,No Expert Data,,,,
George Holani,RB,SEA,25.0,491,,,2.8,,,No Expert Data,,,,
Shane Zylstra,TE,DET,28.0,492,,,2.8,,,No Expert Data,,,,
Brevin Jordan,TE,HOU,24.0,493,213.0,-280.0,2.8,29.7,-26.9,Strong Fade,,15.0,50.0,
Aaron Shampklin,RB,PIT,25.0,494,,,2.8,,,No Expert Data,,,,
Isaiah Williams,WR,2TM,23.0,495,518.0,23.0,2.7,3.3,-0.6,Buy,,22.0,208.0,
Jonathan Ward,RB,PIT,27.0,496,,,2.6,,,No Expert Data,,,,
Nick Mullens,QB,MIN,29.0,497,549.0,52.0,2.5,11.0,-8.5,Strong Buy,,27.0,49.0,
Chris Blair,WR,ATL,27.0,498,504.0,6.0,2.4,5.3,-2.9,Consensus,,22.0,194.0,
Anthony Miller,WR,BAL,30.0,499,332.0,-167.0,2.4,43.2,-40.8,Strong Fade,,18.0,110.0,
Tyrion Davis-Price,RB,PHI,24.0,500,,,2.4,,,No Expert Data,,,,
Casey Washington,WR,ATL,23.0,501,,,2.3,,,No Expert Data,,,,
Velus Jones Jr.,WR,2TM,27.0,502,,,2.2,,,No Expert Data,,,,
Feleipe Franks,TE,CAR,27.0,503,348.0,-155.0,2.2,2.4,-0.2,Strong Fade,,20.0,124.0,
Jha'Quan Jackson,WR,TEN,24.0,504,440.0,-64.0,2.2,17.3,-15.1,Strong Fade,,21.0,153.0,
Trent Taylor,WR,SFO,30.0,505,,,2.2,,,No Expert Data,,,,
Javon Baker,WR,NWE,22.0,506,470.0,-36.0,2.2,12.8,-10.6,Fade,,21.0,164.0,
Kendric Pryor,WR,CIN,26.0,507,498.0,-9.0,2.1,6.0,-3.9,Consensus,,22.0,189.0,
Brandon Johnson,WR,PIT,26.0,508,,,2.1,,,No Expert Data,,,,
Mike White,QB,BUF,29.0,509,,,2.0,,,No Expert Data,,,,
Jaelon Darden,WR,2TM,25.0,510,,,2.0,,,No Expert Data,,,,
Tyler Scott,WR,CHI,23.0,511,515.0,4.0,1.9,3.7,-1.8,Consensus,,22.0,205.0,
Sam Howell,QB,SEA,24.0,512,563.0,51.0,1.9,8.0,-6.1,Strong Buy,,27.0,63.0,
Ramel Keyton,WR,LVR,24.0,513,,,1.8,,,No Expert Data,,,,
Geoff Swaim,TE,CLE,31.0,514,,,1.8,,,No Expert Data,,,,
Collin Johnson,WR,CHI,27.0,515,,,1.8,,,No Expert Data,,,,
John Ross,WR,PHI,29.0,516,,,1.8,,,No Expert Data,,,,
Ihmir Smith-Marsette,WR,NYG,25.0,517,531.0,14.0,1.7,0.5,1.2,Slight Buy,,23.0,221.0,
Jared Wiley,TE,KAN,24.0,518,283.0,-235.0,1.7,14.3,-12.6,Strong Fade,,18.0,91.0,
John Samuel Shenker,TE,LVR,26.0,519,,,1.7,,,No Expert Data,,,,
David Martin-Robinson,TE,TEN,25.0,520,347.0,-173.0,1.6,2.5,-0.9,Strong Fade,,20.0,123.0,
Robbie Chosen,WR,MIA,31.0,521,,,1.6,,,No Expert Data,,,,
Chris Oladokun,QB,KAN,27.0,522,,,1.5,,,No Expert Data,,,,
Jody Fortson,TE,KAN,29.0,523,,,1.5,,,No Expert Data,,,,
Zach Davidson,TE,BUF,26.0,524,343.0,-181.0,1.5,3.1,-1.6,Strong Fade,,20.0,122.0,
Ross Dwelley,TE,ATL,29.0,525,288.0,-237.0,1.5,13.2,-11.7,Strong Fade,,18.0,93.0,
Kyle Allen,QB,PIT,28.0,526,,,1.2,,,No Expert Data,,,,
Tyreik McAllister,WR,LVR,26.0,527,,,1.2,,,No Expert Data,,,,
John FitzPatrick,TE,GNB,24.0,528,,,1.2,,,No Expert Data,,,,
Marcedes Lewis,TE,CHI,40.0,529,,,1.1,,,No Expert Data,,,,
Brycen Tremayne,WR,WAS,25.0,530,510.0,-20.0,1.1,4.5,-3.4,Fade,,22.0,200.0,
Josh Johnson,QB,BAL,38.0,531,566.0,35.0,1.0,7.5,-6.5,Buy,,27.0,66.0,
Jarrett Stidham,QB,DEN,28.0,532,555.0,23.0,1.0,9.8,-8.8,Buy,,27.0,55.0,
Kameron Johnson,WR,TAM,22.0,533,,,0.8,,,No Expert Data,,,,
Jermaine Jackson,WR,NOR,24.0,534,,,0.7,,,No Expert Data,,,,
Steven Sims,WR,2TM,27.0,535,526.0,-9.0,0.5,2.4,-1.9,Consensus,,23.0,216.0,
Jeff Driskel,QB,WAS,31.0,536,,,0.4,,,No Expert Data,,,,
Ke'Shawn Vaughn,RB,SFO,27.0,537,,,0.4,,,No Expert Data,,,,
Tyson Bagent,QB,CHI,24.0,538,554.0,16.0,0.4,9.9,-9.5,Slight Buy,,27.0,54.0,
Jake Browning,QB,CIN,28.0,539,542.0,3.0,0.4,13.9,-13.5,Consensus,,26.0,42.0,
Kyle Trask,QB,TAM,26.0,540,575.0,35.0,0.4,6.3,-5.9,Buy,,28.0,75.0,
British Brooks,RB,HOU,25.0,541,,,0.3,,,No Expert Data,,,,
Joshua Kelley,RB,TEN,27.0,542,,,0.3,,,No Expert Data,,,,
Braxton Berrios,WR,MIA,29.0,543,527.0,-16.0,0.3,1.6,-1.3,Slight Fade,,23.0,217.0,
Jalen Virgil,WR,BUF,26.0,544,,,0.3,,,No Expert Data,,,,
Skyy Moore,WR,KAN,24.0,545,246.0,-299.0,0.3,58.4,-58.1,Strong Fade,,16.0,89.0,
Charlie Jones,WR,CIN,26.0,546,493.0,-53.0,0.2,7.4,-7.2,Strong Fade,,22.0,184.0,
Darrynton Evans,RB,CHI,26.0,547,444.0,-103.0,0.2,4.9,-4.7,Strong Fade,,21.0,136.0,
Dareke Young,WR,SEA,25.0,548,478.0,-70.0,0.2,11.0,-10.8,Strong Fade,,22.0,168.0,
Chris Moore,WR,ARI,31.0,549,530.0,-19.0,0.1,0.7,-0.6,Slight Fade,,23.0,220.0,
Deonte Harty,WR,BAL,27.0,550,,,0.1,,,No Expert Data,,,,
Maurice Alexander,WR,DET,27.0,551,482.0,-69.0,0.1,9.3,-9.2,Strong Fade,,22.0,173.0,
Zach Pascal,WR,ARI,30.0,552,505.0,-47.0,0.1,5.0,-4.9,Fade,,22.0,195.0,
Irvin Charles,WR,NYJ,27.0,553,423.0,-130.0,0.1,20.7,-20.6,Strong Fade,,21.0,142.0,
Bryce Ford-Wheaton,WR,NYG,24.0,554,,,0.1,,,No Expert Data,,,,
Keilan Robinson,RB,JAX,24.0,555,471.0,-84.0,0.0,1.6,-1.6,Strong Fade,,21.0,153.0,
Keaontay Ingram,RB,KAN,25.0,556,,,0.0,,,No Expert Data,,,,
D.J. Williams,RB,TAM,24.0,557,,,0.0,,,No Expert Data,,,,
Trayveon Williams,RB,CIN,27.0,558,474.0,-84.0,0.0,1.2,-1.2,Strong Fade,,21.0,156.0,
Gary Brightwell,RB,CLE,25.0,559,435.0,-124.0,0.0,6.9,-6.9,Strong Fade,,21.0,132.0,
Dante Miller,RB,NYG,25.0,560,,,0.0,,,No Expert Data,,,,
John Kelly,RB,BAL,28.0,561,,,0.0,,,No Expert Data,,,,
Jaret Patterson,RB,LAC,25.0,562,,,0.0,,,No Expert Data,,,,
Evan Hull,RB,IND,24.0,563,,,0.0,,,No Expert Data,,,,
Avery Williams,RB,ATL,26.0,564,473.0,-91.0,0.0,1.3,-1.3,Strong Fade,,21.0,155.0,
Kendall Milton,RB,CIN,22.0,565,,,0.0,,,No Expert Data,,,,
Khari Blasingame,RB,2TM,28.0,566,,,0.0,,,No Expert Data,,,,
Carlos Washington,RB,ATL,26.0,567,467.0,-100.0,0.0,1.8,-1.8,Strong Fade,,21.0,152.0,
Tom Kennedy,WR,DET,28.0,568,,,0.0,,,No Expert Data,,,,
Montrell Washington,WR,KAN,25.0,569,,,0.0,,,No Expert Data,,,,
Justyn Ross,WR,KAN,25.0,570,,,0.0,,,No Expert Data,,,,
Jalen Moreno-Cropper,WR,DAL,23.0,571,,,0.0,,,No Expert Data,,,,
Kaden Davis,WR,CLE,26.0,572,,,0.0,,,No Expert Data,,,,
Erik Ezukanma,WR,MIA,24.0,573,439.0,-134.0,0.0,17.4,-17.4,Strong Fade,,21.0,152.0,
Jaylen Johnson,WR,LAC,24.0,574,,,0.0,,,No Expert Data,,,,
Alex Erickson,WR,NWE,32.0,575,,,0.0,,,No Expert Data,,,,
Brandon Smith,WR,NYJ,26.0,576,,,0.0,,,No Expert Data,,,,
Brenden Rice,WR,LAC,22.0,577,,,0.0,,,No Expert Data,,,,
Chris Moore,WR,WAS,31.0,578,530.0,-48.0,0.0,0.7,-0.7,Fade,,23.0,220.0,
Cody Thompson,WR,TAM,28.0,579,,,0.0,,,No Expert Data,,,,
Dez Fitzpatrick,WR,LAC,27.0,580,,,0.0,,,No Expert Data,,,,
Jared Wayne,WR,HOU,24.0,581,,,0.0,,,No Expert Data,,,,
Laquon Treadwell,WR,IND,29.0,582,,,0.0,,,No Expert Data,,,,
Joshua Cephus,WR,JAX,23.0,583,,,0.0,,,No Expert Data,,,,
Roman Wilson,WR,PIT,23.0,584,346.0,-238.0,0.0,40.6,-40.6,Strong Fade,237.1,18.0,115.0,
Trishton Jackson,WR,MIN,26.0,585,501.0,-84.0,0.0,5.9,-5.9,Strong Fade,,22.0,192.0,
Elijah Cooks,WR,JAX,26.0,586,,,0.0,,,No Expert Data,,,,
Xavier Weaver,WR,ARI,24.0,587,484.0,-103.0,0.0,9.1,-9.1,Strong Fade,,22.0,175.0,
Equanimeous St. Brown,WR,NOR,28.0,588,,,0.0,,,No Expert Data,,,,
Marquez Callaway,WR,TAM,26.0,589,,,0.0,,,No Expert Data,,,,
Brayden Willis,TE,SFO,25.0,590,294.0,-296.0,0.0,12.7,-12.7,Strong Fade,,18.0,98.0,
Irv Smith Jr.,TE,HOU,26.0,591,,,0.0,,,No Expert Data,,,,
Anthony Firkser,TE,2TM,29.0,592,,,0.0,,,No Expert Data,,,,
Parker Hesse,TE,DET,29.0,593,,,0.0,,,No Expert Data,,,,
C.J. Uzomah,TE,PHI,31.0,594,,,0.0,,,No Expert Data,,,,
Brenden Bates,TE,2TM,25.0,595,,,0.0,,,No Expert Data,,,,
Robert Tonyan,TE,MIN,30.0,596,266.0,-330.0,0.0,17.0,-17.0,Strong Fade,,17.0,80.0,
Princeton Fant,TE,DAL,25.0,597,,,0.0,,,No Expert Data,,,,
Brady Russell,TE,SEA,26.0,598,,,0.0,,,No Expert Data,,,,
Nikola Kalinic,TE,LAR,27.0,599,,,0.0,,,No Expert Data,,,,
Rodney Williams,TE,PIT,26.0,600,,,0.0,,,No Expert Data,,,,
Baylor Cupp,TE,KAN,24.0,601,,,0.0,,,No Expert Data,,,,
Zack Kuntz,TE,NYJ,25.0,602,,,0.0,,,No Expert Data,,,,
Jack Westover,TE,NWE,25.0,603,,,0.0,,,No Expert Data,,,,
James Mitchell,TE,DET,25.0,604,349.0,-255.0,0.0,2.4,-2.4,Strong Fade,,20.0,125.0,
Jake Tonges,TE,SFO,25.0,605,,,0.0,,,No Expert Data,,,,
Nick Muse,TE,MIN,26.0,606,,,0.0,,,No Expert Data,,,,
Travis Vokolek,TE,ARI,26.0,607,292.0,-315.0,0.0,12.8,-12.8,Strong Fade,,18.0,96.0,
Stephen Sullivan,TE,CAR,28.0,608,,,0.0,,,No Expert Data,,,,
Thomas Odukoya,TE,TEN,27.0,609,,,0.0,,,No Expert Data,,,,
Teagan Quitoriano,TE,HOU,24.0,610,259.0,-351.0,0.0,17.9,-17.9,Strong Fade,,17.0,75.0,
Tanner McLachlan,TE,CIN,25.0,611,274.0,-337.0,0.0,14.8,-14.8,Strong Fade,,18.0,86.0,
Tyler Mabry,TE,SEA,28.0,612,,,0.0,,,No Expert Data,,,,
Mitchell Wilcox,TE,NWE,28.0,613,,,0.0,,,No Expert Data,,,,
Ko Kieft,TE,TAM,26.0,614,,,0.0,,,No Expert Data,,,,
Andrew Beck,TE,2TM,28.0,615,,,0.0,,,No Expert Data,,,,
Colson Yankoff,TE,WAS,24.0,616,,,0.0,,,No Expert Data,,,,
Justin Shorter,TE,LVR,24.0,617,,,0.0,,,No Expert Data,,,,
Jordan Matthews,TE,CAR,32.0,618,,,0.0,,,No Expert Data,,,,
Kadarius Toney,WR,CLE,25.0,619,,,-1.0,,,No Expert Data,,,,
Dylan Laube,RB,LVR,25.0,620,464.0,-156.0,-1.8,2.4,-4.2,Strong Fade,,21.0,149.0,
Clayton Tune,QB,ARI,25.0,621,581.0,-40.0,-3.5,3.6,-7.1,Fade,,28.0,81.0,
