Rk,Player,Age,Team,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
108.0,Keenan McCardell,34.0,SDG,WR,7.0,6.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
109.0,Mewelde Moore,22.0,MIN,RB,10.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
110.0,Sammy Morris,27.0,MIA,RB,13.0,8.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,9.0,100.0,-9.0,-9.0,0.0,0.0,
111.0,Ricky Proehl,36.0,CAR,WR,16.0,3.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
112.0,Jeff Saturday,29.0,IND,C,14.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113.0,Mike Scifres,24.0,SDG,P,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,,,0.0,-45.0,,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,0.0,0.0,
114.0,Steve Smith Sr.,25.0,CAR,WR,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
115.0,Brian St. Pierre,25.0,PIT,QB,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
116.0,LaBrandon Toefield,24.0,JAX,RB,14.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,7.0,100.0,-7.0,-7.0,0.0,0.0,
117.0,Brian Westbrook,25.0,PHI,RB,13.0,12.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,1.0,4.0,100.0,-4.0,-4.0,0.0,0.0,PB
118.0,Jeff Wilkins,32.0,STL,K,16.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
119.0,Roy Williams,23.0,DET,WR,14.0,12.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,League Average,,,,,,,,,59.8,,,4.5,,3.2,,44.1,,7.1,6.51,11.8,93.5,82.8,,,6.81,6.14,5.63,,,
